"","Year","Source","Height w/o Shoes","Height w/shoes","Weight","Wingspan","Standing Reach","Body Fat","No Step Vert","Max Vert"
"1","2012","NBA Draft Combine",77,79,"236",85,105,"11.3","28.0","33.0"
