"","Name","Height","Weight","Average_Height","Average_Weight","Year"
"426","Casey Jacobsen",78,"215",79.6140350877193,223.088235294118,2002
"427","Tayshaun Prince",81,"215",79.6140350877193,223.088235294118,2002
"428","Nenad Krstic",83,"214",79.6140350877193,223.088235294118,2002
"429","Frank Williams",75,"205",79.6140350877193,223.088235294118,2002
"430","John Salmons",79,"210",79.6140350877193,223.088235294118,2002
"431","Chris Jefferies",80,"215",79.6140350877193,223.088235294118,2002
"432","Dan Dickau",72,"190",79.6140350877193,223.088235294118,2002
"433","Steve Logan",71,"199",79.6140350877193,223.088235294118,2002
"434","Roger Mason",77,"199",79.6140350877193,223.088235294118,2002
"435","Robert Archibald",83,"250",79.6140350877193,223.088235294118,2002
"436","Vincent Yarbrough",79,"210",79.6140350877193,223.088235294118,2002
"437","Dan Gadzuric",83,"240",79.6140350877193,223.088235294118,2002
"438","Carlos Boozer",81,"280",79.6140350877193,223.088235294118,2002
"439","Milos Vujanic",74,"183",79.6140350877193,223.088235294118,2002
"440","David Andersen",83,"237",79.6140350877193,223.088235294118,2002
"441","Tito Maddox",76,"190",79.6140350877193,223.088235294118,2002
"442","Rod Grizzard",80,"203",79.6140350877193,223.088235294118,2002
"443","Juan Carlos Navarro",75,"172",79.6140350877193,223.088235294118,2002
"444","Mario Kasun",85,"255",79.6140350877193,223.088235294118,2002
"445","Ronald Murray",76,"190",79.6140350877193,223.088235294118,2002
"446","Jason Jennings",84,"247",79.6140350877193,223.088235294118,2002
"447","Lonny Baxter",80,"260",79.6140350877193,223.088235294118,2002
"448","Sam Clancy",68,"243",79.6140350877193,223.088235294118,2002
"449","Matt Barnes",80,"225",79.6140350877193,223.088235294118,2002
"450","Jamal Sampson",83,"235",79.6140350877193,223.088235294118,2002
"451","Chris Owens",79,"245",79.6140350877193,223.088235294118,2002
"452","Peter Fehse",84,"201",79.6140350877193,223.088235294118,2002
"453","Darius Songaila",82,"250",79.6140350877193,223.088235294118,2002
"454","Federico Kammerichs",82,"226",79.6140350877193,223.088235294118,2002
"455","Marcus Taylor",74,"194",79.6140350877193,223.088235294118,2002
"456","Rasual Butler",79,"205",79.6140350877193,223.088235294118,2002
"457","Tamar Slay",81,"215",79.6140350877193,223.088235294118,2002
"458","Mladen Sekularac",81,"212",79.6140350877193,223.088235294118,2002
"459","Luis Scola",80,"229",79.6140350877193,223.088235294118,2002
"460","Randy Holcomb",81,"223",79.6140350877193,223.088235294118,2002
"461","Corsley Edwards",81,"276",79.6140350877193,223.088235294118,2002
"462","LeBron James",80,"240",79.6551724137931,224.064516129032,2003
"463","Darko Milicic",84,"245",79.6551724137931,224.064516129032,2003
"464","Carmelo Anthony",80,"220",79.6551724137931,224.064516129032,2003
"465","Chris Bosh",82,"210",79.6551724137931,224.064516129032,2003
"466","Dwyane Wade",76,"210",79.6551724137931,224.064516129032,2003
"467","Chris Kaman",84,"255",79.6551724137931,224.064516129032,2003
"468","Kirk Hinrich",75,"190",79.6551724137931,224.064516129032,2003
"469","T.J. Ford",70,"165",79.6551724137931,224.064516129032,2003
"470","Mike Sweetney",80,"260",79.6551724137931,224.064516129032,2003
"471","Jarvis Hayes",79,"220",79.6551724137931,224.064516129032,2003
"472","Mickael Pietrus",78,"200",79.6551724137931,224.064516129032,2003
"473","Nick Collison",82,"255",79.6551724137931,224.064516129032,2003
"474","Marcus Banks",74,"220",79.6551724137931,224.064516129032,2003
"475","Luke Ridnour",74,"175",79.6551724137931,224.064516129032,2003
"476","Reece Gaines",78,"205",79.6551724137931,224.064516129032,2003
"477","Troy Bell",73,"180",79.6551724137931,224.064516129032,2003
"478","Zarko Cabarkapa",83,"235",79.6551724137931,224.064516129032,2003
"479","David West",81,"240",79.6551724137931,224.064516129032,2003
"480","Aleksandar Pavlovic",79,"210",79.6551724137931,224.064516129032,2003
"481","Dahntay Jones",78,"210",79.6551724137931,224.064516129032,2003
"482","Boris Diaw",80,"203",79.6551724137931,224.064516129032,2003
"483","Zoran Planinic",79,"195",79.6551724137931,224.064516129032,2003
"484","Travis Outlaw",81,"210",79.6551724137931,224.064516129032,2003
"485","Brian Cook",82,"240",79.6551724137931,224.064516129032,2003
"486","Carlos Delfino",78,"225",79.6551724137931,224.064516129032,2003
"487","Ndudi Ebi",81,"195",79.6551724137931,224.064516129032,2003
"488","Kendrick Perkins",82,"280",79.6551724137931,224.064516129032,2003
"489","Leandrinho Barbosa",75,"176",79.6551724137931,224.064516129032,2003
"490","Josh Howard",78,"203",79.6551724137931,224.064516129032,2003
"491","Maciej Lampe",83,"240",79.6551724137931,224.064516129032,2003
"492","Jason Kapono",80,"213",79.6551724137931,224.064516129032,2003
"493","Luke Walton",80,"245",79.6551724137931,224.064516129032,2003
"494","Jerome Beasley",82,"241",79.6551724137931,224.064516129032,2003
"495","Sofoklis Schortsanitis",81,"300",79.6551724137931,224.064516129032,2003
"496","Szymon Szewczyk",82,"245",79.6551724137931,224.064516129032,2003
"497","Mario Austin",80,"265",79.6551724137931,224.064516129032,2003
"498","Travis Hansen",78,"210",79.6551724137931,224.064516129032,2003
"499","Steve Blake",75,"172",79.6551724137931,224.064516129032,2003
"500","Slavko Vranes",88,"250",79.6551724137931,224.064516129032,2003
"501","Derrick Zimmerman",74,"195",79.6551724137931,224.064516129032,2003
"502","Willie Green",76,"200",79.6551724137931,224.064516129032,2003
"503","Zaur Pachulia",83,"240",79.6551724137931,224.064516129032,2003
"504","Keith Bogans",77,"215",79.6551724137931,224.064516129032,2003
"505","Malick Badiane",83,"225",79.6551724137931,224.064516129032,2003
"506","Matt Bonner",82,"235",79.6551724137931,224.064516129032,2003
"507","Sani Becirovic",77,"200",79.6551724137931,224.064516129032,2003
"508","Maurice Williams",73,"185",79.6551724137931,224.064516129032,2003
"509","James Lang",82,"305",79.6551724137931,224.064516129032,2003
"510","James Jones",80,"215",79.6551724137931,224.064516129032,2003
"511","Paccelis Morlende",74,"190",79.6551724137931,224.064516129032,2003
"512","Kyle Korver",79,"210",79.6551724137931,224.064516129032,2003
"513","Remon Van de Hare",86,"224",79.6551724137931,224.064516129032,2003
"514","Tommy Smith",82,"210",79.6551724137931,224.064516129032,2003
"515","Nedzad Sinanovic",86,"230",79.6551724137931,224.064516129032,2003
"516","Rick Rickert",83,"220",79.6551724137931,224.064516129032,2003
"517","Brandon Hunter",79,"260",79.6551724137931,224.064516129032,2003
"518","Xue Yuyang",84,"209",79.6551724137931,224.064516129032,2003
"519","Andreas Gliniadakis",85,"278",79.6551724137931,224.064516129032,2003
"520","Dwight Howard",83,"245",79.1864406779661,219.709677419355,2004
"521","Emeka Okafor",82,"255",79.1864406779661,219.709677419355,2004
"522","Ben Gordon",75,"200",79.1864406779661,219.709677419355,2004
"523","Shaun Livingston",79,"180",79.1864406779661,219.709677419355,2004
"524","Devin Harris",75,"185",79.1864406779661,219.709677419355,2004
"525","Josh Childress",80,"205",79.1864406779661,219.709677419355,2004
"526","Luol Deng",80,"220",79.1864406779661,219.709677419355,2004
"527","Rafael Araujo",83,"285",79.1864406779661,219.709677419355,2004
"528","Andre Iguodala",78,"205",79.1864406779661,219.709677419355,2004
"529","Luke Jackson",79,"210",79.1864406779661,219.709677419355,2004
"530","Andris Biedrins",83,"240",79.1864406779661,219.709677419355,2004
"531","Robert Swift",84,"240",79.1864406779661,219.709677419355,2004
"532","Sebastian Telfair",72,"170",79.1864406779661,219.709677419355,2004
"533","Kris Humphries",81,"235",79.1864406779661,219.709677419355,2004
"534","Al Jefferson",82,"265",79.1864406779661,219.709677419355,2004
"535","Kirk Snyder",78,"225",79.1864406779661,219.709677419355,2004
"536","Josh Smith",81,"220",79.1864406779661,219.709677419355,2004
"537","JR Smith",78,"220",79.1864406779661,219.709677419355,2004
"538","Dorell Wright",79,"210",79.1864406779661,219.709677419355,2004
"539","Jameer Nelson",72,"192",79.1864406779661,219.709677419355,2004
"540","Pavel Podkolzine",89,"260",79.1864406779661,219.709677419355,2004
"541","Viktor Khryapa",81,"215",79.1864406779661,219.709677419355,2004
"542","Sergei Monia",80,"220",79.1864406779661,219.709677419355,2004
"543","Delonte West",76,"185",79.1864406779661,219.709677419355,2004
"544","Tony Allen",76,"215",79.1864406779661,219.709677419355,2004
"545","Kevin Martin",79,"188",79.1864406779661,219.709677419355,2004
"546","Sasha Vujacic",79,"195",79.1864406779661,219.709677419355,2004
"547","Beno Udrih",76,"200",79.1864406779661,219.709677419355,2004
"548","David Harrison",84,"255",79.1864406779661,219.709677419355,2004
"549","Anderson Varejao",82,"235",79.1864406779661,219.709677419355,2004
"550","Jackson Vroman",82,"220",79.1864406779661,219.709677419355,2004
"551","Peter John Ramos",88,"280",79.1864406779661,219.709677419355,2004
"552","Lionel Chalmers",72,"183",79.1864406779661,219.709677419355,2004
"553","Donta Smith",79,"215",79.1864406779661,219.709677419355,2004
"554","Andre Emmett",77,"235",79.1864406779661,219.709677419355,2004
"555","Antonio Burks",74,"204",79.1864406779661,219.709677419355,2004
"556","Royal Ivey",75,"204",79.1864406779661,219.709677419355,2004
"557","Chris Duhon",73,"190",79.1864406779661,219.709677419355,2004
"558","Albert Miralles",83,"240",79.1864406779661,219.709677419355,2004
"559","Justin Reed",80,"245",79.1864406779661,219.709677419355,2004
"560","David Young",77,"205",79.1864406779661,219.709677419355,2004
"561","Viktor Sanikidze",80,"199",79.1864406779661,219.709677419355,2004
"562","Trevor Ariza",79,"197",79.1864406779661,219.709677419355,2004
"563","Tim Pickett",76,"210",79.1864406779661,219.709677419355,2004
"564","Bernard Robinson",78,"211",79.1864406779661,219.709677419355,2004
"565","Ha Seung Jin",87,"306",79.1864406779661,219.709677419355,2004
"566","Pape Sow",82,"250",79.1864406779661,219.709677419355,2004
"567","Ricky Minard",76,"200",79.1864406779661,219.709677419355,2004
"568","Sergei Lishouk",83,"235",79.1864406779661,219.709677419355,2004
"569","Vassilis Spanoulis",76,"190",79.1864406779661,219.709677419355,2004
"570","Christian Drejer",81,"225",79.1864406779661,219.709677419355,2004
"571","Romain Sato",77,"205",79.1864406779661,219.709677419355,2004
"572","Matt Freije",82,"245",79.1864406779661,219.709677419355,2004
"573","Rickey Paulding",77,"220",79.1864406779661,219.709677419355,2004
"574","Luis Flores",74,"197",79.1864406779661,219.709677419355,2004
"575","Marcus Douthit",83,"235",79.1864406779661,219.709677419355,2004
"576","Sergei Karaulov",85,"234",79.1864406779661,219.709677419355,2004
"577","Blake Stepp",76,"196",79.1864406779661,219.709677419355,2004
"578","Rashad Wright",74,"191",79.1864406779661,219.709677419355,2004
"579","Andrew Bogut",84,"245",79.25,222.862068965517,2005
"580","Marvin Williams",81,"230",79.25,222.862068965517,2005
"581","Deron Williams",75,"210",79.25,222.862068965517,2005
"582","Chris Paul",72,"175",79.25,222.862068965517,2005
"583","Raymond Felton",73,"200",79.25,222.862068965517,2005
"584","Martell Webster",79,"210",79.25,222.862068965517,2005
"585","Charlie Villanueva",83,"240",79.25,222.862068965517,2005
"586","Channing Frye",83,"248",79.25,222.862068965517,2005
"587","Ike Diogu",80,"250",79.25,222.862068965517,2005
"588","Andrew Bynum",84,"285",79.25,222.862068965517,2005
"589","Fran Vasquez",83,"238",79.25,222.862068965517,2005
"590","Yaroslav Korolev",81,"203",79.25,222.862068965517,2005
"591","Sean May",81,"266",79.25,222.862068965517,2005
"592","Rashad McCants",76,"207",79.25,222.862068965517,2005
"593","Antoine Wright",79,"210",79.25,222.862068965517,2005
"594","Joey Graham",79,"225",79.25,222.862068965517,2005
"595","Danny Granger",80,"225",79.25,222.862068965517,2005
"596","Gerald Green",80,"195",79.25,222.862068965517,2005
"597","Hakim Warrick",81,"215",79.25,222.862068965517,2005
"598","Julius Hodge",79,"210",79.25,222.862068965517,2005
"599","Nate Robinson",69,"180",79.25,222.862068965517,2005
"600","Jarrett Jack",75,"205",79.25,222.862068965517,2005
"601","Francisco Garcia",79,"192",79.25,222.862068965517,2005
"602","Luther Head",75,"185",79.25,222.862068965517,2005
"603","Johan Petro",84,"258",79.25,222.862068965517,2005
"604","Jason Maxiell",79,"260",79.25,222.862068965517,2005
"605","Linas Kleiza",80,"250",79.25,222.862068965517,2005
"606","Ian Mahinmi",82,"223",79.25,222.862068965517,2005
"607","Wayne Simien",81,"255",79.25,222.862068965517,2005
"608","David Lee",81,"249",79.25,222.862068965517,2005
"609","Salim Stoudamire",73,"180",79.25,222.862068965517,2005
"610","Daniel Ewing",75,"185",79.25,222.862068965517,2005
"611","Brandon Bass",80,"240",79.25,222.862068965517,2005
"612","C.J. Miles",78,"210",79.25,222.862068965517,2005
"613","Ricky Sanchez",83,"220",79.25,222.862068965517,2005
"614","Ersan Ilyasova",81,"235",79.25,222.862068965517,2005
"615","Ronny Turiaf",82,"250",79.25,222.862068965517,2005
"616","Travis Diener",73,"180",79.25,222.862068965517,2005
"617","Von Wafer",77,"250",79.25,222.862068965517,2005
"618","Monta Ellis",75,"179",79.25,222.862068965517,2005
"619","Roko Ukic",77,"180",79.25,222.862068965517,2005
"620","Chris Taft",82,"260",79.25,222.862068965517,2005
"621","Mile Ilic",85,"235",79.25,222.862068965517,2005
"622","Marty Andriuskevicius",86,"240",79.25,222.862068965517,2005
"623","Louis Williams",74,"175",79.25,222.862068965517,2005
"624","Erazem Lorbek",82,"245",79.25,222.862068965517,2005
"625","Bracey Wright",75,"210",79.25,222.862068965517,2005
"626","Mickael Gelebale",79,"215",79.25,222.862068965517,2005
"627","Andray Blatche",83,"235",79.25,222.862068965517,2005
"628","Ryan Gomes",79,"250",79.25,222.862068965517,2005
"629","Robert Whaley",81,"230",79.25,222.862068965517,2005
"630","Axel Hervelle",80,"235",79.25,222.862068965517,2005
"631","Orien Greene",76,"210",79.25,222.862068965517,2005
"632","Dijon Thompson",79,"200",79.25,222.862068965517,2005
"633","Lawrence Roberts",81,"245",79.25,222.862068965517,2005
"634","Amir Johnson",81,"210",79.25,222.862068965517,2005
"635","Marcin Gortat",84,"245",79.25,222.862068965517,2005
"636","Uros Slokar",82,"238",79.25,222.862068965517,2005
"637","Cenk Akyol",77,"185",79.25,222.862068965517,2005
"638","Alex Acker",77,"190",79.25,222.862068965517,2005
"639","Andrea Bargnani",82,"225",79.1666666666667,217.777777777778,2006
"640","LaMarcus Aldridge",83,"235",79.1666666666667,217.777777777778,2006
"641","Adam Morrison",80,"200",79.1666666666667,217.777777777778,2006
"642","Tyrus Thomas",80,"220",79.1666666666667,217.777777777778,2006
"643","Shelden Williams",81,"260",79.1666666666667,217.777777777778,2006
"644","Brandon Roy",78,"210",79.1666666666667,217.777777777778,2006
"645","Randy Foye",74,"215",79.1666666666667,217.777777777778,2006
"646","Rudy Gay",80,"225",79.1666666666667,217.777777777778,2006
"647","Patrick O'Bryant",84,"250",79.1666666666667,217.777777777778,2006
"648","Mouhammed Saer Sene",84,"240",79.1666666666667,217.777777777778,2006
"649","JJ Redick",77,"190",79.1666666666667,217.777777777778,2006
"650","Hilton Armstrong",82,"240",79.1666666666667,217.777777777778,2006
"651","Thabo Sefolasha",77,"215",79.1666666666667,217.777777777778,2006
"652","Ronnie Brewer",79,"225",79.1666666666667,217.777777777778,2006
"653","Cedric Simmons",82,"225",79.1666666666667,217.777777777778,2006
"654","Rodney Carney",78,"205",79.1666666666667,217.777777777778,2006
"655","Shawne Williams",81,"230",79.1666666666667,217.777777777778,2006
"656","Oleksiy Pecherov",84,"210",79.1666666666667,217.777777777778,2006
"657","Quincy Douby",75,"175",79.1666666666667,217.777777777778,2006
"658","Renaldo Balkman",79,"210",79.1666666666667,217.777777777778,2006
"659","Rajon Rondo",73,"175",79.1666666666667,217.777777777778,2006
"660","Marcus Williams",75,"215",79.1666666666667,217.777777777778,2006
"661","Josh Boone",82,"240",79.1666666666667,217.777777777778,2006
"662","Kyle Lowry",72,"175",79.1666666666667,217.777777777778,2006
"663","Shannon Brown",76,"205",79.1666666666667,217.777777777778,2006
"664","Jordan Farmar",74,"175",79.1666666666667,217.777777777778,2006
"665","Sergio Rodriguez",75,"170",79.1666666666667,217.777777777778,2006
"666","Maurice Ager",77,"205",79.1666666666667,217.777777777778,2006
"667","Mardy Collins",78,"225",79.1666666666667,217.777777777778,2006
"668","Joel Freeland",82,"225",79.1666666666667,217.777777777778,2006
"669","James White",79,"200",79.1666666666667,217.777777777778,2006
"670","Steve Novak",81,"220",79.1666666666667,217.777777777778,2006
"671","Solomon Jones",82,"225",79.1666666666667,217.777777777778,2006
"672","Paul Davis",83,"270",79.1666666666667,217.777777777778,2006
"673","PJ Tucker",77,"225",79.1666666666667,217.777777777778,2006
"674","Craig Smith",79,"260",79.1666666666667,217.777777777778,2006
"675","Bobby Jones",79,"215",79.1666666666667,217.777777777778,2006
"676","Kosta Perovic",86,"240",79.1666666666667,217.777777777778,2006
"677","David Noel",78,"225",79.1666666666667,217.777777777778,2006
"678","Denham Brown",77,"220",79.1666666666667,217.777777777778,2006
"679","James Augustine",82,"230",79.1666666666667,217.777777777778,2006
"680","Daniel Gibson",74,"190",79.1666666666667,217.777777777778,2006
"681","Marcus Vicinius",80,"225",79.1666666666667,217.777777777778,2006
"682","Lior Eliyahu",81,"225",79.1666666666667,217.777777777778,2006
"683","Alexander Johnson",81,"240",79.1666666666667,217.777777777778,2006
"684","Dee Brown",72,"185",79.1666666666667,217.777777777778,2006
"685","Paul Millsap",79,"260",79.1666666666667,217.777777777778,2006
"686","Vladimir Veremeenko",82,"240",79.1666666666667,217.777777777778,2006
"687","Leon Powe",80,"240",79.1666666666667,217.777777777778,2006
"688","Ryan Hollins",84,"230",79.1666666666667,217.777777777778,2006
"689","Chiekh Samb",85,"195",79.1666666666667,217.777777777778,2006
"690","Guillermo Diaz",74,"185",79.1666666666667,217.777777777778,2006
"691","Yotam Halperin",77,"210",79.1666666666667,217.777777777778,2006
"692","Hassan Adams",76,"220",79.1666666666667,217.777777777778,2006
"693","Ejike Ugboaja",81,"225",79.1666666666667,217.777777777778,2006
"694","Edin Bavcic",83,"245",79.1666666666667,217.777777777778,2006
"695","Loukas Mavrokefalidis",83,"260",79.1666666666667,217.777777777778,2006
"696","JR Pinnock",76,"205",79.1666666666667,217.777777777778,2006
"697","Damir Markota",82,"225",79.1666666666667,217.777777777778,2006
"698","Will Blalock",73,"195",79.1666666666667,217.777777777778,2006
"699","Greg Oden",84,"257",79.7833333333333,213.108695652174,2007
"700","Kevin Durant",82,"215",79.7833333333333,213.108695652174,2007
"701","Al Horford",82,"246",79.7833333333333,213.108695652174,2007
"702","Mike Conley Jr",73,"175",79.7833333333333,213.108695652174,2007
"703","Jeff Green",81,"228",79.7833333333333,213.108695652174,2007
"704","Yi Jianlian",84,"230",79.7833333333333,213.108695652174,2007
"705","Corey Brewer",80,"185",79.7833333333333,213.108695652174,2007
"706","Brandan Wright",82,"200",79.7833333333333,213.108695652174,2007
"707","Joakim Noah",84,"223",79.7833333333333,213.108695652174,2007
"708","Spencer Hawes",85,"244",79.7833333333333,213.108695652174,2007
"709","Acie Law",76,"186",79.7833333333333,213.108695652174,2007
"710","Thaddeus Young",80,"210",79.7833333333333,213.108695652174,2007
"711","Julian Wright",81,"211",79.7833333333333,213.108695652174,2007
"712","Al Thornton",79,"221",79.7833333333333,213.108695652174,2007
"713","Rodney Stuckey",77,"207",79.7833333333333,213.108695652174,2007
"714","Nick Young",79,"206",79.7833333333333,213.108695652174,2007
"715","Sean Williams",82,"230",79.7833333333333,213.108695652174,2007
"716","Marco Belinelli",77,"192",79.7833333333333,213.108695652174,2007
"717","Javaris Crittenton",77,"194",79.7833333333333,213.108695652174,2007
"718","Jason Smith",84,"233",79.7833333333333,213.108695652174,2007
"719","Daequan Cook",78,"203",79.7833333333333,213.108695652174,2007
"720","Jared Dudley",79,"219",79.7833333333333,213.108695652174,2007
"721","Wilson Chandler",80,"210",79.7833333333333,213.108695652174,2007
"722","Rudy Fernandez",78,"172",79.7833333333333,213.108695652174,2007
"723","Morris Almond",78,"215",79.7833333333333,213.108695652174,2007
"724","Aaron Brooks",72,"160",79.7833333333333,213.108695652174,2007
"725","Arron Afflalo",77,"206",79.7833333333333,213.108695652174,2007
"726","Tiago Splitter",84,"245",79.7833333333333,213.108695652174,2007
"727","Alando Tucker",77,"205",79.7833333333333,213.108695652174,2007
"728","Petteri Koponen",77,"194",79.7833333333333,213.108695652174,2007
"729","Carl Landry",81,"248",79.7833333333333,213.108695652174,2007
"730","Gabe Pruitt",76,"170",79.7833333333333,213.108695652174,2007
"731","Marcus Williams",79,"205",79.7833333333333,213.108695652174,2007
"732","Nick Fazekas",83,"225",79.7833333333333,213.108695652174,2007
"733","Glen Davis",80,"310",79.7833333333333,213.108695652174,2007
"734","Jermareo Davidson",83,"230",79.7833333333333,213.108695652174,2007
"735","Josh McRoberts",82,"240",79.7833333333333,213.108695652174,2007
"736","Kyrylo Fesenko",85,"270",79.7833333333333,213.108695652174,2007
"737","Stanko Barac",85,"230",79.7833333333333,213.108695652174,2007
"738","Sun Yue",81,"212",79.7833333333333,213.108695652174,2007
"739","Chris Richard",81,"252",79.7833333333333,213.108695652174,2007
"740","Derrick Byars",79,"215",79.7833333333333,213.108695652174,2007
"741","Adam Haluska",77,"210",79.7833333333333,213.108695652174,2007
"742","Reyshawn Terry",80,"222",79.7833333333333,213.108695652174,2007
"743","Jared Jordan",74,"182",79.7833333333333,213.108695652174,2007
"744","Stephane Lasme",79,"213",79.7833333333333,213.108695652174,2007
"745","Dominic McGuire",80,"220",79.7833333333333,213.108695652174,2007
"746","Marc Gasol",85,"265",79.7833333333333,213.108695652174,2007
"747","Aaron Gray",86,"272",79.7833333333333,213.108695652174,2007
"748","Renaldas Seibutis",78,"185",79.7833333333333,213.108695652174,2007
"749","Jameson Curry",75,"190",79.7833333333333,213.108695652174,2007
"750","Taurean Green",73,"173",79.7833333333333,213.108695652174,2007
"751","Demetris Nichols",80,"211",79.7833333333333,213.108695652174,2007
"752","Brad Newley",79,"201",79.7833333333333,213.108695652174,2007
"753","Herbert Hill",82,"232",79.7833333333333,213.108695652174,2007
"754","Ramon Sessions",76,"185",79.7833333333333,213.108695652174,2007
"755","Sammy Mejia",79,"218",79.7833333333333,213.108695652174,2007
"756","Giorgos Printezis",81,"22",79.7833333333333,213.108695652174,2007
"757","D.J. Strawberry",77,"199",79.7833333333333,213.108695652174,2007
"758","Milovan Rakovic",82,"240",79.7833333333333,213.108695652174,2007
"759","Derrick Rose",75,"190",79.9666666666667,223.636363636364,2008
"760","Michael Beasley",81,"235",79.9666666666667,223.636363636364,2008
"761","O.J. Mayo",77,"195",79.9666666666667,223.636363636364,2008
"762","Russell Westbrook",75,"187",79.9666666666667,223.636363636364,2008
"763","Kevin Love",81,"255",79.9666666666667,223.636363636364,2008
"764","Danilo Gallinari",81,"209",79.9666666666667,223.636363636364,2008
"765","Eric Gordon",75,"215",79.9666666666667,223.636363636364,2008
"766","Joe Alexander",80,"230",79.9666666666667,223.636363636364,2008
"767","D.J. Augustin",71,"175",79.9666666666667,223.636363636364,2008
"768","Brook Lopez",84,"260",79.9666666666667,223.636363636364,2008
"769","Jerryd Bayless",75,"199",79.9666666666667,223.636363636364,2008
"770","Jason Thompson",83,"250",79.9666666666667,223.636363636364,2008
"771","Brandon Rush",79,"211",79.9666666666667,223.636363636364,2008
"772","Anthony Randolph",83,"220",79.9666666666667,223.636363636364,2008
"773","Robin Lopez",84,"255",79.9666666666667,223.636363636364,2008
"774","Marreese Speights",82,"245",79.9666666666667,223.636363636364,2008
"775","Roy Hibbert",86,"272",79.9666666666667,223.636363636364,2008
"776","JaVale McGee",84,"237",79.9666666666667,223.636363636364,2008
"777","J.J. Hickson",81,"242",79.9666666666667,223.636363636364,2008
"778","Alexis Ajinca",85,"225",79.9666666666667,223.636363636364,2008
"779","Ryan Anderson",82,"240",79.9666666666667,223.636363636364,2008
"780","Courtney Lee",77,"200",79.9666666666667,223.636363636364,2008
"781","Kosta Koufos",85,"245",79.9666666666667,223.636363636364,2008
"782","Serge Ibaka",82,"220",79.9666666666667,223.636363636364,2008
"783","Nicolas Batum",80,"214",79.9666666666667,223.636363636364,2008
"784","George Hill",74,"180",79.9666666666667,223.636363636364,2008
"785","Darrell Arthur",81,"215",79.9666666666667,223.636363636364,2008
"786","Donte Greene",82,"220",79.9666666666667,223.636363636364,2008
"787","D.J. White",81,"230",79.9666666666667,223.636363636364,2008
"788","J.R. Giddens",77,"200",79.9666666666667,223.636363636364,2008
"789","Nikola Pekovic",83,"243",79.9666666666667,223.636363636364,2008
"790","Walter Sharpe",81,"245",79.9666666666667,223.636363636364,2008
"791","Joey Dorsey",81,"260",79.9666666666667,223.636363636364,2008
"792","Mario Chalmers",73,"190",79.9666666666667,223.636363636364,2008
"793","DeAndre Jordan",84,"260",79.9666666666667,223.636363636364,2008
"794","Omer Asik",83,"230",79.9666666666667,223.636363636364,2008
"795","Luc Richard Mbah A Moute",79,"224",79.9666666666667,223.636363636364,2008
"796","Kyle Weaver",78,"201",79.9666666666667,223.636363636364,2008
"797","Sonny Weems",78,"201",79.9666666666667,223.636363636364,2008
"798","Chris Douglas-Roberts",79,"200",79.9666666666667,223.636363636364,2008
"799","Nathan Jawai",82,"282",79.9666666666667,223.636363636364,2008
"800","Sean Singletary",72,"180",79.9666666666667,223.636363636364,2008
"801","Patrick Ewing Jr",81,"238",79.9666666666667,223.636363636364,2008
"802","Ante Tomic",86,"220",79.9666666666667,223.636363636364,2008
"803","Goran Dragic",76,"200",79.9666666666667,223.636363636364,2008
"804","Trent Plaisted",83,"240",79.9666666666667,223.636363636364,2008
"805","Bill Walker",78,"225",79.9666666666667,223.636363636364,2008
"806","Malik Hairston",78,"200",79.9666666666667,223.636363636364,2008
"807","Richard Hendrix",80,"250",79.9666666666667,223.636363636364,2008
"808","DeVon Hardin",83,"250",79.9666666666667,223.636363636364,2008
"809","Shan Foster",78,"205",79.9666666666667,223.636363636364,2008
"810","Darnell Jackson",80,"250",79.9666666666667,223.636363636364,2008
"811","Tadija Dragicevic",81,"222",79.9666666666667,223.636363636364,2008
"812","Maarty Leunen",81,"215",79.9666666666667,223.636363636364,2008
"813","Mike Taylor",74,"190",79.9666666666667,223.636363636364,2008
"814","Sasha Kaun",83,"246",79.9666666666667,223.636363636364,2008
"815","James Gist",80,"223",79.9666666666667,223.636363636364,2008
"816","Joe Crawford",76,"210",79.9666666666667,223.636363636364,2008
"817","Deron Washington",79,"205",79.9666666666667,223.636363636364,2008
"818","Semih Erden",85,"240",79.9666666666667,223.636363636364,2008
"819","Blake Griffin",82,"251",77.95,208.258064516129,2009
"820","Hasheem Thabeet",87,"265",77.95,208.258064516129,2009
"821","James Harden",77,"218",77.95,208.258064516129,2009
"822","Tyreke Evans",77,"195",77.95,208.258064516129,2009
"823","Ricky Rubio",76,"180",77.95,208.258064516129,2009
"824","Jonny Flynn",72,"172",77.95,208.258064516129,2009
"825","Stephen Curry",75,"185",77.95,208.258064516129,2009
"826","Jordan Hill",82,"235",77.95,208.258064516129,2009
"827","Demar DeRozan",79,"207",77.95,208.258064516129,2009
"828","Brandon Jennings",73,"170",77.95,208.258064516129,2009
"829","Terrence Williams",78,"220",77.95,208.258064516129,2009
"830","Gerald Henderson",77,"215",77.95,208.258064516129,2009
"831","Tyler Hansbrough",81,"230",77.95,208.258064516129,2009
"832","Earl Clark",81,"220",77.95,208.258064516129,2009
"833","Austin Daye",82,"190",77.95,208.258064516129,2009
"834","James Johnson",80,"235",77.95,208.258064516129,2009
"835","Jrue Holiday",75,"185",77.95,208.258064516129,2009
"836","Ty Lawson",72,"195",77.95,208.258064516129,2009
"837","Jeff Teague",74,"180",77.95,208.258064516129,2009
"838","Eric Maynor",74,"175",77.95,208.258064516129,2009
"839","Darren Collison",73,"165",77.95,208.258064516129,2009
