"","Name","Height","Weight","Average_Height","Average_Weight","Year"
"840","Victor Claver",82,"218",77.95,208.258064516129,2009
"841","Omri Casspi",80,"220",77.95,208.258064516129,2009
"842","B.J. Mullens",84,"260",77.95,208.258064516129,2009
"843","Rodrigue Beaubois",74,"182",77.95,208.258064516129,2009
"844","Taj Gibson",81,"210",77.95,208.258064516129,2009
"845","DeMarre Carroll",80,"225",77.95,208.258064516129,2009
"846","Wayne Ellington",77,"190",77.95,208.258064516129,2009
"847","Toney Douglas",73,"196",77.95,208.258064516129,2009
"848","Christian Eyenga",77,"210",77.95,208.258064516129,2009
"849","Jeff Pendergraph",81,"230",77.95,208.258064516129,2009
"850","Jermaine Taylor",76,"210",77.95,208.258064516129,2009
"851","Dante Cunningham",80,"230",77.95,208.258064516129,2009
"852","Sergio Llull",75,"176",77.95,208.258064516129,2009
"853","DaJuan Summers",80,"241",77.95,208.258064516129,2009
"854","Sam Young",78,"210",77.95,208.258064516129,2009
"855","DeJuan Blair",79,"265",77.95,208.258064516129,2009
"856","Jon Brockman",79,"260",77.95,208.258064516129,2009
"857","Jonas Jerebko",81,"210",77.95,208.258064516129,2009
"858","Derrick Brown",79,"225",77.95,208.258064516129,2009
"859","Jodie Meeks",76,"208",77.95,208.258064516129,2009
"860","Patrick Beverley",73,"172",77.95,208.258064516129,2009
"861","Marcus Thornton",76,"198",77.95,208.258064516129,2009
"862","Chase Budinger",79,"218",77.95,208.258064516129,2009
"863","Nick Calathes",77,"185",77.95,208.258064516129,2009
"864","Danny Green",78,"210",77.95,208.258064516129,2009
"865","Henk Norel",83,"212",77.95,208.258064516129,2009
"866","Taylor Griffin",79,"238",77.95,208.258064516129,2009
"867","Sergey Gladyr",77,"190",77.95,208.258064516129,2009
"868","Goran Suton",82,"245",77.95,208.258064516129,2009
"869","Jack McClinton",73,"185",77.95,208.258064516129,2009
"870","A.J. Price",74,"190",77.95,208.258064516129,2009
"871","Nando De Colo",77,"187",77.95,208.258064516129,2009
"872","Robert Vaden",77,"200",77.95,208.258064516129,2009
"873","Patrick Mills",72,"175",77.95,208.258064516129,2009
"874","Ahmad Nivins",81,"235",77.95,208.258064516129,2009
"875","Emir Preldzic",81,"220",77.95,208.258064516129,2009
"876","Lester Hudson",75,"190",77.95,208.258064516129,2009
"877","Chinemelu Elonu",82,"235",77.95,208.258064516129,2009
"878","Robert Dozier",82,"205",77.95,208.258064516129,2009
"879","John Wall",76,"195",77.15,232.653846153846,2010
"880","Evan Turner",79,"205",77.15,232.653846153846,2010
"881","Derrick Favors",82,"246",77.15,232.653846153846,2010
"882","Wesley Johnson",79,"195",77.15,232.653846153846,2010
"883","DeMarcus Cousins",83,"270",77.15,232.653846153846,2010
"884","Ekpe Udoh",82,"240",77.15,232.653846153846,2010
"885","Greg Monroe",83,"240",77.15,232.653846153846,2010
"886","Al-Farouq Aminu",80,"210",77.15,232.653846153846,2010
"887","Gordon Hayward",80,"200",77.15,232.653846153846,2010
"888","Paul George",81,"215",77.15,232.653846153846,2010
"889","Cole Aldrich",83,"250",77.15,232.653846153846,2010
"890","Xavier Henry",78,"210",77.15,232.653846153846,2010
"891","Ed Davis",81,"215",77.15,232.653846153846,2010
"892","Patrick Patterson",80,"223",77.15,232.653846153846,2010
"893","Larry Sanders",81,"205",77.15,232.653846153846,2010
"894","Luke Babbitt",79,"215",77.15,232.653846153846,2010
"895","Kevin Seraphin",81,"258",77.15,232.653846153846,2010
"896","Eric Bledsoe",73,"190",77.15,232.653846153846,2010
"897","Avery Bradley",75,"180",77.15,232.653846153846,2010
"898","James Anderson",78,"195",77.15,232.653846153846,2010
"899","Craig Brackins",82,"230",77.15,232.653846153846,2010
"900","Elliot Williams",76,"175",77.15,232.653846153846,2010
"901","Trevor Booker",79,"215",77.15,232.653846153846,2010
"902","Damion James",79,"225",77.15,232.653846153846,2010
"903","Dominique Jones",76,"205",77.15,232.653846153846,2010
"904","Quincy Pondexter",78,"220",77.15,232.653846153846,2010
"905","Jordan Crawford",76,"195",77.15,232.653846153846,2010
"906","Greivis Vasquez",77,"195",77.15,232.653846153846,2010
"907","Daniel Orton",82,"260",77.15,232.653846153846,2010
"908","Lazar Hayward",78,"225",77.15,232.653846153846,2010
"909","Tibor Pleiss",84,"220",77.15,232.653846153846,2010
"910","Dexter Pittman",82,"310",77.15,232.653846153846,2010
"911","Hassan Whiteside",84,"235",77.15,232.653846153846,2010
"912","Armon Johnson",75,"195",77.15,232.653846153846,2010
"913","Nemanja Bjelica",82,"210",77.15,232.653846153846,2010
"914","Terrico White",77,"211",77.15,232.653846153846,2010
"915","Darington Hobson",79,"205",77.15,232.653846153846,2010
"916","Andy Rautins",76,"195",77.15,232.653846153846,2010
"917","Landry Fields",79,"210",77.15,232.653846153846,2010
"918","Lance Stephenson",77,"200",77.15,232.653846153846,2010
"919","Jarvis Varnado",81,"210",77.15,232.653846153846,2010
"920","Da'Sean Butler",79,"205",77.15,232.653846153846,2010
"921","Devin Ebanks",80,"205",77.15,232.653846153846,2010
"922","Jerome Jordan",84,"235",77.15,232.653846153846,2010
"923","Paulao Prestes",82,"265",77.15,232.653846153846,2010
"924","Gani Lawal",80,"233",77.15,232.653846153846,2010
"925","Tiny Gallon",80,"320",77.15,232.653846153846,2010
"926","Latavious Williams",80,"190",77.15,232.653846153846,2010
"927","Ryan Richards",82,"225",77.15,232.653846153846,2010
"928","Solomon Alabi",85,"251",77.15,232.653846153846,2010
"929","Magnum Rolle",82,"200",77.15,232.653846153846,2010
"930","Luke Harangody",80,"251",77.15,232.653846153846,2010
"931","Pape Sy",0,"&nbsp",77.15,232.653846153846,2010
"932","Willie Warren",76,"200",77.15,232.653846153846,2010
"933","Jeremy Evans",81,"190",77.15,232.653846153846,2010
"934","Hamady N'Diaye",83,"225",77.15,232.653846153846,2010
"935","Ryan Reid",0,"&nbsp",77.15,232.653846153846,2010
"936","Derrick Caracter",81,"265",77.15,232.653846153846,2010
"937","Stanley Robinson",81,"225",77.15,232.653846153846,2010
"938","Dwayne Collins",80,"232",77.15,232.653846153846,2010
"939","Kyrie Irving",75,"190",79.0847457627119,218.285714285714,2011
"940","Derrick Williams",81,"250",79.0847457627119,218.285714285714,2011
"941","Enes Kanter",83,"260",79.0847457627119,218.285714285714,2011
"942","Tristan Thompson",81,"230",79.0847457627119,218.285714285714,2011
"943","Jonas Valanciunas",83,"240",79.0847457627119,218.285714285714,2011
"944","Jan Vesely",83,"240",79.0847457627119,218.285714285714,2011
"945","Bismack Biyombo",81,"240",79.0847457627119,218.285714285714,2011
"946","Brandon Knight",75,"180",79.0847457627119,218.285714285714,2011
"947","Kemba Walker",73,"185",79.0847457627119,218.285714285714,2011
"948","Jimmer Fredette",74,"195",79.0847457627119,218.285714285714,2011
"949","Klay Thompson",79,"205",79.0847457627119,218.285714285714,2011
"950","Alec Burks",78,"195",79.0847457627119,218.285714285714,2011
"951","Markieff Morris",82,"240",79.0847457627119,218.285714285714,2011
"952","Marcus Morris",81,"230",79.0847457627119,218.285714285714,2011
"953","Kawhi Leonard",79,"225",79.0847457627119,218.285714285714,2011
"954","Nikola Vucevic",84,"260",79.0847457627119,218.285714285714,2011
"955","Iman Shumpert",78,"220",79.0847457627119,218.285714285714,2011
"956","Chris Singleton",81,"230",79.0847457627119,218.285714285714,2011
"957","Tobias Harris",80,"225",79.0847457627119,218.285714285714,2011
"958","Donatas Motiejunas",84,"215",79.0847457627119,218.285714285714,2011
"959","Nolan Smith",76,"190",79.0847457627119,218.285714285714,2011
"960","Kenneth Faried",80,"225",79.0847457627119,218.285714285714,2011
"961","Nikola Mirotic",82,"210",79.0847457627119,218.285714285714,2011
"962","Reggie Jackson",75,"208",79.0847457627119,218.285714285714,2011
"963","Marshon Brooks",77,"195",79.0847457627119,218.285714285714,2011
"964","Jordan Hamilton",80,"230",79.0847457627119,218.285714285714,2011
"965","JaJuan Johnson",82,"220",79.0847457627119,218.285714285714,2011
"966","Norris Cole",74,"175",79.0847457627119,218.285714285714,2011
"967","Cory Joseph",75,"185",79.0847457627119,218.285714285714,2011
"968","Jimmy Butler",80,"220",79.0847457627119,218.285714285714,2011
"969","Bojan Bogdanovic",79,"216",79.0847457627119,218.285714285714,2011
"970","Justin Harper",81,"230",79.0847457627119,218.285714285714,2011
"971","Kyle Singler",81,"225",79.0847457627119,218.285714285714,2011
"972","Shelvin Mack",74,"210",79.0847457627119,218.285714285714,2011
"973","Tyler Honeycutt",80,"190",79.0847457627119,218.285714285714,2011
"974","Jordan Williams",81,"250",79.0847457627119,218.285714285714,2011
"975","Trey Thompkins",82,"240",79.0847457627119,218.285714285714,2011
"976","Chandler Parsons",82,"220",79.0847457627119,218.285714285714,2011
"977","Jeremy Tyler",83,"260",79.0847457627119,218.285714285714,2011
"978","Jon Leuer",83,"225",79.0847457627119,218.285714285714,2011
"979","Darius Morris",77,"190",79.0847457627119,218.285714285714,2011
"980","Davis Bertans",82,"210",79.0847457627119,218.285714285714,2011
"981","Malcolm Lee",77,"200",79.0847457627119,218.285714285714,2011
"982","Charles Jenkins",75,"220",79.0847457627119,218.285714285714,2011
"983","Josh Harrellson",80,"279",79.0847457627119,218.285714285714,2011
"984","Andrew Goudelock",75,"200",79.0847457627119,218.285714285714,2011
"985","Travis Leslie",76,"205",79.0847457627119,218.285714285714,2011
"986","Keith Benson",83,"220",79.0847457627119,218.285714285714,2011
"987","Josh Selby",75,"195",79.0847457627119,218.285714285714,2011
"988","Lavoy Allen",81,"225",79.0847457627119,218.285714285714,2011
"989","Jon Diebler",78,"200",79.0847457627119,218.285714285714,2011
"990","Vernon Macklin",81,"245",79.0847457627119,218.285714285714,2011
"991","DeAndre Liggins",78,"205",79.0847457627119,218.285714285714,2011
"992","Milan Macvan",81,"265",79.0847457627119,218.285714285714,2011
"993","E'Twaun Moore",76,"191",79.0847457627119,218.285714285714,2011
"994","Chu Chu Maduabum",NA,"&nbsp",79.0847457627119,218.285714285714,2011
"995","Tanguy Ngombo",78,"230",79.0847457627119,218.285714285714,2011
"996","Ater Majok",82,"225",79.0847457627119,218.285714285714,2011
"997","Adam Hanga",79,"200",79.0847457627119,218.285714285714,2011
"998","Isaiah Thomas",70,"190",79.0847457627119,218.285714285714,2011
"999","Anthony Davis",82,"222",79.9333333333333,220.444444444444,2012
"1000","Michael Kidd-Gilchrist",79,"233",79.9333333333333,220.444444444444,2012
"1001","Bradley Beal",77,"202",79.9333333333333,220.444444444444,2012
"1002","Dion Waiters",76,"221",79.9333333333333,220.444444444444,2012
"1003","Thomas Robinson",81,"244",79.9333333333333,220.444444444444,2012
"1004","Damian Lillard",75,"189",79.9333333333333,220.444444444444,2012
"1005","Harrison Barnes",80,"228",79.9333333333333,220.444444444444,2012
"1006","Terrence Ross",79,"197",79.9333333333333,220.444444444444,2012
"1007","Andre Drummond",84,"279",79.9333333333333,220.444444444444,2012
"1008","Austin Rivers",77,"203",79.9333333333333,220.444444444444,2012
"1009","Meyers Leonard",85,"250",79.9333333333333,220.444444444444,2012
"1010","Jeremy Lamb",77,"179",79.9333333333333,220.444444444444,2012
"1011","Kendall Marshall",76,"198",79.9333333333333,220.444444444444,2012
"1012","John Henson",82,"216",79.9333333333333,220.444444444444,2012
"1013","Moe Harkless",81,"207",79.9333333333333,220.444444444444,2012
"1014","Royce White",80,"261",79.9333333333333,220.444444444444,2012
"1015","Tyler Zeller",84,"247",79.9333333333333,220.444444444444,2012
"1016","Terrence Jones",81,"252",79.9333333333333,220.444444444444,2012
"1017","Andrew Nicholson",81,"234",79.9333333333333,220.444444444444,2012
"1018","Evan Fournier",79,"204",79.9333333333333,220.444444444444,2012
"1019","Jared Sullinger",81,"268",79.9333333333333,220.444444444444,2012
"1020","Fab Melo",84,"255",79.9333333333333,220.444444444444,2012
"1021","John Jenkins",76,"212",79.9333333333333,220.444444444444,2012
"1022","Jared Cunningham",77,"188",79.9333333333333,220.444444444444,2012
"1023","Tony Wroten",78,"203",79.9333333333333,220.444444444444,2012
"1024","Miles Plumlee",84,"252",79.9333333333333,220.444444444444,2012
"1025","Arnett Moultrie",83,"233",79.9333333333333,220.444444444444,2012
"1026","Perry Jones",83,"234",79.9333333333333,220.444444444444,2012
"1027","Marquis Teague",74,"180",79.9333333333333,220.444444444444,2012
"1028","Festus Ezeli",83,"264",79.9333333333333,220.444444444444,2012
"1029","Jeff Taylor",79,"213",79.9333333333333,220.444444444444,2012
"1030","Tomas Satoransky",79,"201",79.9333333333333,220.444444444444,2012
"1031","Bernard James",82,"230",79.9333333333333,220.444444444444,2012
"1032","Jae Crowder",78,"241",79.9333333333333,220.444444444444,2012
"1033","Draymond Green",79,"236",79.9333333333333,220.444444444444,2012
"1034","Orlando Johnson",77,"224",79.9333333333333,220.444444444444,2012
"1035","Quincy Acy",80,"224",79.9333333333333,220.444444444444,2012
"1036","Quincy Miller",82,"219",79.9333333333333,220.444444444444,2012
"1037","Khris Middleton",80,"216",79.9333333333333,220.444444444444,2012
"1038","Will Barton",78,"174",79.9333333333333,220.444444444444,2012
"1039","Tyshawn Taylor",76,"177",79.9333333333333,220.444444444444,2012
"1040","Doron Lamb",77,"199",79.9333333333333,220.444444444444,2012
"1041","Mike Scott",81,"241",79.9333333333333,220.444444444444,2012
"1042","Kim English",78,"192",79.9333333333333,220.444444444444,2012
"1043","Justin Hamilton",83,"264",79.9333333333333,220.444444444444,2012
"1044","Darius Miller",79,"233",79.9333333333333,220.444444444444,2012
"1045","Kevin Murphy",78,"194",79.9333333333333,220.444444444444,2012
"1046","Kostas Papanikolaou",80,"230",79.9333333333333,220.444444444444,2012
"1047","Kyle O'Quinn",82,"241",79.9333333333333,220.444444444444,2012
"1048","Izzet Turkyilmaz",85,"211",79.9333333333333,220.444444444444,2012
"1049","Kris Joseph",79,"215",79.9333333333333,220.444444444444,2012
"1050","Ognjen Kuzmic",85,"231",79.9333333333333,220.444444444444,2012
"1051","Furkan Aldemir",81,"220",79.9333333333333,220.444444444444,2012
"1052","Tornike Shengelia",81,"228",79.9333333333333,220.444444444444,2012
"1053","Darius Johnson-Odom",75,"212",79.9333333333333,220.444444444444,2012
"1054","Tomislav Zubcic",83,"229",79.9333333333333,220.444444444444,2012
"1055","Ilkan Karaman",81,"236",79.9333333333333,220.444444444444,2012
"1056","Robbie Hummel",80,"218",79.9333333333333,220.444444444444,2012
"1057","Marcus Denmon",75,"188",79.9333333333333,220.444444444444,2012
"1058","Robert Sacre",84,"263",79.9333333333333,220.444444444444,2012
"1059","Anthony Bennett",79,"239",79.15,208.717948717949,2013
"1060","Victor Oladipo",76,"213",79.15,208.717948717949,2013
"1061","Otto Porter",81,"198",79.15,208.717948717949,2013
"1062","Cody Zeller",84,"230",79.15,208.717948717949,2013
"1063","Alex Len",85,"255",79.15,208.717948717949,2013
"1064","Nerlens Noel",84,"206",79.15,208.717948717949,2013
"1065","Ben McLemore",77,"189",79.15,208.717948717949,2013
"1066","Kentavious Caldwell-Pope",78,"204",79.15,208.717948717949,2013
"1067","Trey Burke",73,"187",79.15,208.717948717949,2013
"1068","C.J. McCollum",75,"197",79.15,208.717948717949,2013
"1069","Michael Carter-Williams",78,"184",79.15,208.717948717949,2013
"1070","Steven Adams",84,"255",79.15,208.717948717949,2013
"1071","Kelly Olynyk",84,"234",79.15,208.717948717949,2013
"1072","Shabazz Muhammad",78,"222",79.15,208.717948717949,2013
"1073","Giannis Adetokunbo",81,"196",79.15,208.717948717949,2013
"1074","Lucas Nogueira",84,"220",79.15,208.717948717949,2013
"1075","Dennis Schroeder",74,"165",79.15,208.717948717949,2013
"1076","Shane Larkin",71,"171",79.15,208.717948717949,2013
"1077","Sergey Karasev",79,"197",79.15,208.717948717949,2013
"1078","Tony Snell",79,"198",79.15,208.717948717949,2013
"1079","Gorgui Dieng",83,"230",79.15,208.717948717949,2013
"1080","Mason Plumlee",84,"238",79.15,208.717948717949,2013
"1081","Solomon Hill",79,"226",79.15,208.717948717949,2013
"1082","Tim Hardaway Jr",78,"185",79.15,208.717948717949,2013
"1083","Reggie Bullock",79,"200",79.15,208.717948717949,2013
"1084","Andre Roberson",79,"206",79.15,208.717948717949,2013
"1085","Rudy Gobert",86,"238",79.15,208.717948717949,2013
"1086","Livio Jean-Charles",81,"217",79.15,208.717948717949,2013
"1087","Archie Goodwin",77,"189",79.15,208.717948717949,2013
"1088","Nemanja Nedovic",76,"200",79.15,208.717948717949,2013
"1089","Allen Crabbe",78,"197",79.15,208.717948717949,2013
"1090","Alex Abrines",77,"190",79.15,208.717948717949,2013
"1091","Carrick Felix",78,"203",79.15,208.717948717949,2013
"1092","Isaiah Canaan",72,"188",79.15,208.717948717949,2013
"1093","Glen Rice",78,"211",79.15,208.717948717949,2013
"1094","Ray McCallum",74,"191",79.15,208.717948717949,2013
"1095","Tony Mitchell",81,"236",79.15,208.717948717949,2013
"1096","Nate Wolters",77,"196",79.15,208.717948717949,2013
"1097","Jeff Withey",84,"222",79.15,208.717948717949,2013
"1098","Grant Jerrett",82,"232",79.15,208.717948717949,2013
"1099","Jamaal Franklin",77,"191",79.15,208.717948717949,2013
"1100","Pierre Jackson",70,"176",79.15,208.717948717949,2013
"1101","Ricky Ledo",78,"197",79.15,208.717948717949,2013
"1102","Mike Muscala",83,"230",79.15,208.717948717949,2013
"1103","Marko Todorovic",83,"240",79.15,208.717948717949,2013
"1104","Erick Green",75,"178",79.15,208.717948717949,2013
"1105","Raul Neto",74,"179",79.15,208.717948717949,2013
"1106","Ryan Kelly",84,"228",79.15,208.717948717949,2013
"1107","Erik Murphy",82,"240",79.15,208.717948717949,2013
"1108","James Ennis",79,"201",79.15,208.717948717949,2013
"1109","Romero Osby",79,"230",79.15,208.717948717949,2013
"1110","Lorenzo Brown",77,"189",79.15,208.717948717949,2013
"1111","Colton Iverson",84,"263",79.15,208.717948717949,2013
"1112","Arsalan Kazemi",80,"225",79.15,208.717948717949,2013
"1113","Joffrey Lauvergne",83,"240",79.15,208.717948717949,2013
"1114","Peyton Siva",73,"181",79.15,208.717948717949,2013
"1115","Alex Oriakhi",81,"238",79.15,208.717948717949,2013
"1116","Deshaun Thomas",79,"220",79.15,208.717948717949,2013
"1117","Bojan Dubljevic",82,"242",79.15,208.717948717949,2013
"1118","Janis Timma",79,"226",79.15,208.717948717949,2013
"1119","Andrew Wiggins",80,"197",79.1,215.804347826087,2014
"1120","Jabari Parker",80,"241",79.1,215.804347826087,2014
"1121","Joel Embiid",84,"240",79.1,215.804347826087,2014
"1122","Aaron Gordon",81,"220",79.1,215.804347826087,2014
"1123","Dante Exum",78,"196",79.1,215.804347826087,2014
"1124","Marcus Smart",75,"227",79.1,215.804347826087,2014
"1125","Julius Randle",81,"250",79.1,215.804347826087,2014
"1126","Nik Stauskas",78,"207",79.1,215.804347826087,2014
"1127","Noah Vonleh",81,"247",79.1,215.804347826087,2014
"1128","Elfrid Payton",76,"185",79.1,215.804347826087,2014
"1129","Doug McDermott",80,"218",79.1,215.804347826087,2014
"1130","Dario Saric",82,"223",79.1,215.804347826087,2014
"1131","Zach LaVine",78,"181",79.1,215.804347826087,2014
"1132","T.J. Warren",80,"220",79.1,215.804347826087,2014
"1133","Adreian Payne",82,"239",79.1,215.804347826087,2014
"1134","Jusuf Nurkic",83,"280",79.1,215.804347826087,2014
"1135","James Young",79,"213",79.1,215.804347826087,2014
"1136","Tyler Ennis",74,"182",79.1,215.804347826087,2014
"1137","Gary Harris",76,"205",79.1,215.804347826087,2014
"1138","Bruno Caboclo",81,"200",79.1,215.804347826087,2014
"1139","Mitch McGary",82,"263",79.1,215.804347826087,2014
"1140","Jordan Adams",77,"209",79.1,215.804347826087,2014
"1141","Rodney Hood",80,"208",79.1,215.804347826087,2014
"1142","Shabazz Napier",73,"175",79.1,215.804347826087,2014
"1143","Clint Capela",83,"222",79.1,215.804347826087,2014
"1144","P.J. Hairston",77,"229",79.1,215.804347826087,2014
"1145","Bogdan Bogdanovic",78,"200",79.1,215.804347826087,2014
"1146","C.J. Wilcox",77,"201",79.1,215.804347826087,2014
"1147","Josh Huestis",79,"213",79.1,215.804347826087,2014
"1148","Kyle Anderson",80,"230",79.1,215.804347826087,2014
"1149","Damien Inglis",80,"240",79.1,215.804347826087,2014
"1150","K.J. McDaniels",78,"196",79.1,215.804347826087,2014
"1151","Joe Harris",78,"215",79.1,215.804347826087,2014
"1152","Cleanthony Early",79,"209",79.1,215.804347826087,2014
"1153","Jarnell Stokes",80,"263",79.1,215.804347826087,2014
"1154","Johnny O'Bryant",80,"257",79.1,215.804347826087,2014
"1155","DeAndre Daniels",80,"196",79.1,215.804347826087,2014
"1156","Spencer Dinwiddie",78,"205",79.1,215.804347826087,2014
"1157","Jerami Grant",80,"214",79.1,215.804347826087,2014
"1158","Glenn Robinson",79,"211",79.1,215.804347826087,2014
"1159","Nikola Jokic",83,"253",79.1,215.804347826087,2014
"1160","Nick Johnson",75,"198",79.1,215.804347826087,2014
"1161","Walter Tavares",87,"265",79.1,215.804347826087,2014
"1162","Markel Brown",75,"184",79.1,215.804347826087,2014
"1163","Dwight Powell",83,"234",79.1,215.804347826087,2014
"1164","Jordan Clarkson",77,"186",79.1,215.804347826087,2014
"1165","Russ Smith",73,"160",79.1,215.804347826087,2014
"1166","Lamar Patterson",77,"226",79.1,215.804347826087,2014
"1167","Cameron Bairstow",82,"252",79.1,215.804347826087,2014
"1168","Alec Brown",85,"231",79.1,215.804347826087,2014
"1169","Thanasis Antetokounmpo",78,"205",79.1,215.804347826087,2014
"1170","Vasilije Micic",78,"202",79.1,215.804347826087,2014
"1171","Alessandro Gentile",78,"200",79.1,215.804347826087,2014
"1172","Nemanja Dangubic",80,"193",79.1,215.804347826087,2014
"1173","Semaj Christon",75,"186",79.1,215.804347826087,2014
"1174","Devyn Marble",78,"192",79.1,215.804347826087,2014
"1175","Louis Labeyrie",82,"200",79.1,215.804347826087,2014
"1176","Jordan McRae",77,"179",79.1,215.804347826087,2014
"1177","Xavier Thames",75,"187",79.1,215.804347826087,2014
"1178","Corey Jefferson",81,"218",79.1,215.804347826087,2014
"1179","Karl Towns",84,"248",79.6,218.5,2015
"1180","D'Angelo Russell",77,"193",79.6,218.5,2015
"1181","Jahlil Okafor",83,"272",79.6,218.5,2015
"1182","Kristaps Porzingis",84,"230",79.6,218.5,2015
"1183","Mario Hezonja",80,"200",79.6,218.5,2015
"1184","Willie Cauley-Stein",85,"242",79.6,218.5,2015
"1185","Emmanuel Mudiay",77,"200",79.6,218.5,2015
"1186","Stanley Johnson",79,"242",79.6,218.5,2015
"1187","Frank Kaminsky",85,"231",79.6,218.5,2015
"1188","Justise Winslow",79,"222",79.6,218.5,2015
"1189","Myles Turner",84,"239",79.6,218.5,2015
"1190","Trey Lyles",82,"241",79.6,218.5,2015
"1191","Devin Booker",78,"206",79.6,218.5,2015
"1192","Cameron Payne",74,"183",79.6,218.5,2015
"1193","Kelly Oubre",79,"203",79.6,218.5,2015
"1194","Terry Rozier",74,"190",79.6,218.5,2015
"1195","Rashad Vaughn",77,"199",79.6,218.5,2015
"1196","Sam Dekker",81,"219",79.6,218.5,2015
"1197","Jerian Grant",77,"198",79.6,218.5,2015
"1198","Delon Wright",78,"181",79.6,218.5,2015
"1199","Justin Anderson",78,"231",79.6,218.5,2015
"1200","Bobby Portis",83,"246",79.6,218.5,2015
"1201","Rondae Hollis-Jefferson",79,"211",79.6,218.5,2015
"1202","Tyus Jones",74,"185",79.6,218.5,2015
"1203","Jarell Martin",81,"239",79.6,218.5,2015
"1204","Nikola Milutinov",84,"220",79.6,218.5,2015
"1205","Larry Nance",81,"227",79.6,218.5,2015
"1206","R.J. Hunter",78,"185",79.6,218.5,2015
"1207","Chris McCullough",81,"199",79.6,218.5,2015
"1208","Kevon Looney",81,"222",79.6,218.5,2015
"1209","Cedi Osman",80,"190",79.6,218.5,2015
"1210","Montrezl Harrell",80,"253",79.6,218.5,2015
"1211","Jordan Mickey",80,"238",79.6,218.5,2015
"1212","Anthony Brown",79,"211",79.6,218.5,2015
"1213","Guillermo Hernangomez",83,"255",79.6,218.5,2015
"1214","Rakeem Christmas",82,"243",79.6,218.5,2015
"1215","Richaun Holmes",82,"243",79.6,218.5,2015
"1216","Darrun Hilliard",78,"220",79.6,218.5,2015
"1217","Juan Vaulet",78,"200",79.6,218.5,2015
"1218","Josh Richardson",78,"200",79.6,218.5,2015
"1219","Pat Connaughton",77,"215",79.6,218.5,2015
"1220","Olivier Hanlan",76,"186",79.6,218.5,2015
"1221","Joseph Young",74,"182",79.6,218.5,2015
"1222","Andrew Harrison",78,"213",79.6,218.5,2015
"1223","Marcus Thornton",75,"177",79.6,218.5,2015
"1224","Norman Powell",76,"215",79.6,218.5,2015
"1225","Arturas Gudaitis",82,"253",79.6,218.5,2015
"1226","Dakari Johnson",84,"265",79.6,218.5,2015
"1227","Aaron White",81,"220",79.6,218.5,2015
"1228","Marcus Eriksson",79,"178",79.6,218.5,2015
"1229","Tyler Harvey",76,"181",79.6,218.5,2015
"1230","Satnam Singh",86,"290",79.6,218.5,2015
"1231","Sir'Dominic Pointer",77,"193",79.6,218.5,2015
"1232","Daniel Diez",80,"216",79.6,218.5,2015
"1233","Cady Lalanne",82,"241",79.6,218.5,2015
"1234","Branden Dawson",79,"230",79.6,218.5,2015
"1235","Nikola Radicevic",77,"200",79.6,218.5,2015
"1236","J.P. Tokoto",78,"196",79.6,218.5,2015
"1237","Dimitris Agravanis",82,"210",79.6,218.5,2015
"1238","Luka Mitrovic",80,"200",79.6,218.5,2015
