"","Year","Source","Height w/o Shoes","Height w/shoes","Weight","Wingspan","Standing Reach","Body Fat","No Step Vert","Max Vert"
"1","1992","Newspaper","7' 0""","NA","303","7' 7""","9' 5""","12.2","NA","36.0"
