"","Year","League","Name","GP","Min","Pts","FG","FGA","FG%","2Pt","2PtA","2P%","3Pt","3PtA","3P%","FTM","FTA","FT%","Off","Def","TOT","Asts","Stls","Blks","TOs","PFs"
"1","2010/11","NBA","Shaquille O'neal","37","20.3","9.2","3.6","5.4","66.7","3.6","5.4","66.7","0.0","0.0","&nbsp","2.0","3.5","55.7","1.3","3.5","4.8","0.7","0.4","1.1","1.5","3.2"
