"","Year","League","Name","GP","Min","Pts","FG","FGA","FG%","2Pt","2PtA","2P%","3Pt","3PtA","3P%","FTM","FTA","FT%","Off","Def","TOT","Asts","Stls","Blks","TOs","PFs"
"1","2015/16","NBA","Tim Duncan","22","26.7","9.4","3.9","7.4","52.5","3.9","7.3","52.8","0.0","0.0","0.0","1.7","2.3","74.0","2.0","6.4","8.4","3.0","0.8","1.6","1.8","2.4"
