"","Year","League","Name","GP","Min","Pts","FG","FGA","FG%","2Pt","2PtA","2P%","3Pt","3PtA","3P%","FTM","FTA","FT%","Off","Def","TOT","Asts","Stls","Blks","TOs","PFs"
"1","2015/16","NBA","Draymond Green","24","34.7","13.5","4.8","10.6","45.5","3.5","6.8","50.6","1.4","3.8","36.3","2.5","3.5","70.2","1.4","7.1","8.5","7.0","1.1","1.5","2.8","3.2"
