"","Year","Source","Height w/o Shoes","Height w/shoes","Weight","Wingspan","Standing Reach","Body Fat","No Step Vert","Max Vert"
"1","2009","NBA Draft Combine","6' 2""","6' 3.25""","181","6' 3.5""","8' 1""","5.7","29.5","35.5"
