"","Year","Source","Height w/o Shoes","Height w/shoes","Weight","Wingspan","Standing Reach","Body Fat","No Step Vert","Max Vert"
"1","1997","Newspaper","6' 11""","NA","249","NA","NA","NA","NA","NA"
